Issue key,Issue id,Parent id,Custom field (Epic Link),Status,Custom field (Execution Status),Work Ratio,Due Date,Summary,Original Estimate,Time Spent,Assignee,Custom field (Budget),Custom field (Product),Sprint,Creator,Custom field (Teams),Custom field (Teams)
CHEM-972,66608,,CHEM-934,Closed,As Planned,25%,01/05/2024 00:00,Change maximum number of optional fronts in Pareto,14400,3600,hodayam,P264 - Product-CP (Chempass),ChemPass,01/05/2024,hamutal.e,Dev,
CHEM-971,66554,,CHEM-927,Closed,As Planned,0%,30/04/2024 00:00,CLONE - Target Selector: Summing-up scores and ML prediction,201600,,boazm,P264 - Product-CP (Chempass),ChemPass,01/04/2024,boazm,Product,
CHEM-970,66537,,CHEM-926,Closed,,120%,31/03/2024 00:00,De novo design - fine tuning - apply on APTH12 old run - Results & Discussion ,144000,172800,anatm,P264 - Product-CP (Chempass),ChemPass,01/03/2024,hamutal.e,Algo,
CHEM-968,66473,,CHEM-936,Closed,,0%,31/03/2024 00:00,Interaction Filter in ChemPass sends  completion e-mail before the job is finished ,14400,0,noama,P274 - Product- Upkeep ChemPass ,ChemPass,01/03/2024,boazm,Dev,
CHEM-967,66471,65901,,Closed,,0%,14/06/2024 00:00,Shahaf test 8 - to be deleted,968400,,drorf,P000 - Out Of Office,AgSeed,01/05/2024,shahaftz,Algo,
CHEM-966,66470,65901,,Closed,,0%,30/04/2024 00:00,Shahaf test 7 - to be deleted,370800,,drorf,P000 - Out Of Office,AgSeed,01/05/2024,shahaftz,Algo,
CHEM-965,66469,65901,,Closed,,0%,24/07/2024 00:00,Shahaf test 6 - to be deleted,2314800,,drorf,P000 - Out Of Office,AgSeed,01/05/2024,shahaftz,Algo,
CHEM-964,66468,65901,,Closed,,0%,10/08/2023 00:00,Shahaf test 5 - to be deleted,3139200,,drorf,P000 - Out Of Office,AgSeed,01/05/2024,shahaftz,Algo,
CHEM-963,66453,65901,,Closed,,0%,14/06/2024 00:00,Shahaf test 4 - to be deleted,925200,,drorf,P000 - Out Of Office,AgSeed,01/05/2024,shahaftz,Algo,
CHEM-962,66448,,CHEM-927,Closed,As Planned,25%,15/05/2024 00:00,Target Selector- UI ,28800,7200,duduz,P264 - Product-CP (Chempass),ChemPass,01/05/2024,boazm,Dev,
CHEM-961,66447,,CHEM-927,Closed,As Planned,,30/04/2024 00:00,Target Selector- Final touch & Gap analysis,,,boazm,P264 - Product-CP (Chempass),ChemPass,01/05/2024,boazm,Bio-Info,
CHEM-960,66441,,CHEM-934,Closed,Delay - Effort,30%,30/04/2024 00:00,UI for the weighted sum application,144000,43200,noama,P264 - Product-CP (Chempass),ChemPass,01/04/2024,hamutal.e,Dev,
CHEM-959,66439,,CHEM-934,Closed,As Planned,100%,18/04/2024 00:00,An app for weighted sum ,115200,115200,anatm,P264 - Product-CP (Chempass),ChemPass,01/04/2024,hamutal.e,Algo,
CHEM-958,66436,,CHEM-936,Closed,As Planned,0%,11/04/2024 00:00,Novelty threshold,28800,,duduz,P274 - Product- Upkeep ChemPass ,ChemPass,01/04/2024,hamutal.e,Dev,
CHEM-957,66432,,CHEM-926,Closed,As Planned,25%,09/04/2024 00:00,De novo design - fine tuning - apply on APTH12 old run .Apr24,115200,28800,anatm,P264 - Product-CP (Chempass),ChemPass,01/04/2024,hamutal.e,Algo,
CHEM-956,66431,,CHEM-926,Closed,,100%,28/03/2024 00:00,De novo design - fine tuning - apply on APTH12 old run,86400,86400,anatm,P264 - Product-CP (Chempass),ChemPass,01/03/2024,hamutal.e,Algo,
CHEM-955,66401,,CHEM-936,Closed,,,28/03/2024 00:00,Novelty threshold,,0,robertoo,P274 - Product- Upkeep ChemPass ,ChemPass,01/03/2024,hamutal.e,Algo,
CHEM-953,66286,,,Closed,,,31/05/2024 00:00,Run DeepDock for 3rd fungicidal target / second model,,7200,hamutal.e,P24 - Fungicides (AgPlenus),MicroBoost,01/04/2024,drorf,Seed Bank,
CHEM-952,66285,,,Closed,,,31/05/2024 00:00,Test MAY,,,drorf,P271 - CPB Upkeep Computational (CPB),MicroBoost,01/05/2024,drorf,Seed Bank,
CHEM-943,66212,,CHEM-934,Closed,,200%,21/03/2024 00:00,Novelty application on Dashboard,3600,7200,duduz,P264 - Product-CP (Chempass),ChemPass,01/03/2024,hamutal.e,Dev,
CHEM-942,66211,,CHEM-941,Closed,,80%,18/03/2024 00:00,Foundation De Novo Model / GCP ,72000,57600,robertoo,P264 - Product-CP (Chempass),ChemPass,01/03/2024,hamutal.e,Algo,
CHEM-938,65901,,,Closed,,,14/03/2024 00:00,Shahaf test - will be deleted today,,,drorf,P000 - Out Of Office,AgSeed,01/05/2024,shahaftz,Algo,
CHEM-923,65600,,CHEM-927,Closed,,0%,31/03/2024 00:00,Target Selector - code review,57600,,itair,P264 - Product-CP (Chempass),ChemPass,01/03/2024,gala,Algo,
CHEM-922,65405,,CHEM-927,Closed,,85%,12/03/2024 00:00,Target Selector - Update the script that extracts protein characteristic information and sequence analysis,144000,122400,markb,P264 - Product-CP (Chempass),ChemPass,01/03/2024,boazm,Bio-Info,
CHEM-921,65402,,CHEM-927,Closed,,25%,25/03/2024 00:00,Target Selector - UI first draft,28800,7200,duduz,P264 - Product-CP (Chempass),ChemPass,01/03/2024,boazm,Dev,
CHEM-918,65324,,CHEM-936,Closed,,100%,08/02/2024 00:00,Interaction filter / interaction score computation ,28800,28800,noama,P274 - Product- Upkeep ChemPass ,ChemPass,01/02/2024,hamutal.e,Dev,
CHEM-917,65323,,CHEM-927,Closed,,133%,24/03/2024 00:00,Target Selector - calculate identity between query sequence and model species protein,86400,115200,markb,P264 - Product-CP (Chempass),ChemPass,01/03/2024,boazm,Bio-Info,
CHEM-916,65322,,CHEM-927,Closed,,180%,19/03/2024 00:00,Target Selector - Join into summary table protein characteristic features information and sequence analysis,144000,259200,markb,P264 - Product-CP (Chempass),ChemPass,01/03/2024,boazm,Bio-Info,
CHEM-915,65220,,CHEM-926,Closed,,100%,21/03/2024 00:00,De novo design - fine tuning - code modification,230400,230400,anatm,P264 - Product-CP (Chempass),ChemPass,01/03/2024,hamutal.e,Algo,
CHEM-914,65218,,CHEM-925,Closed,As Planned,0%,26/04/2024 00:00,Combine new SMARTS in APTH12 De-Novo model,86400,,anatm,P264 - Product-CP (Chempass),ChemPass,01/04/2024,hamutal.e,Algo,
CHEM-913,65007,,CHEM-934,Closed,,50%,22/02/2024 00:00,change default preparation parameters in Focused PointHit,28800,14400,hodayam,P264 - Product-CP (Chempass),ChemPass,01/02/2024,hamutal.e,Dev,
CHEM-911,64109,,CHEM-936,Closed,,,07/02/2024 00:00,ActiveSearch run failed due to long DB file names,,14400,robertoo,P274 - Product- Upkeep ChemPass ,ChemPass,01/02/2024,hamutal.e,Algo,
CHEM-909,63704,,CHEM-940,Closed,,20%,15/02/2024 00:00,Download updated vendors' databases .Feb24,144000,28800,hamutal.e,P274 - Product- Upkeep ChemPass ,ChemPass,01/02/2024,hamutal.e,Product,
CHEM-908,63628,,CHEM-927,Closed,,187%,06/02/2024 00:00,Target Selector script to find the paralogs and orthologs of relevant proteins- Feb,28800,54000,markb,P264 - Product-CP (Chempass),ChemPass,01/02/2024,gala,Bio-Info,
CHEM-907,63612,,CHEM-927,Closed,,91%,28/02/2024 00:00,Target selector:  binding site conservation calculation,201600,183600,markb,P264 - Product-CP (Chempass),ChemPass,01/02/2024,gala,Bio-Info,
CHEM-906,63501,,CHEM-927,Closed,,0%,27/03/2024 00:00,Target Selector: DAG for protein network based on STRING-DB Feb2024,57600,,markb,P264 - Product-CP (Chempass),ChemPass,01/03/2024,boazm,Algo,
CHEM-905,63403,,CHEM-934,Closed,,125%,12/02/2024 00:00,Including compounds' metal-binding states in Full PointHit .Feb24,115200,144000,robertoo,P264 - Product-CP (Chempass),ChemPass,01/02/2024,hamutal.e,Algo,
CHEM-904,63402,,CHEM-934,Closed,Delay - Effort,100%,08/04/2024 00:00,Molecule's identifiers in Pareto,57600,57600,anatm,P264 - Product-CP (Chempass),ChemPass,01/04/2024,hamutal.e,Algo,
CHEM-903,63400,,CHEM-934,Closed,,100%,18/02/2024 00:00,Additional options in Pareto UI,28800,28800,hodayam,P264 - Product-CP (Chempass),ChemPass,01/02/2024,hamutal.e,Dev,
CHEM-902,63318,,CHEM-927,Closed,,0%,28/03/2024 00:00,Target Selector: Summing-up scores and ML prediction,201600,,boazm,P264 - Product-CP (Chempass),ChemPass,01/03/2024,boazm,Algo,
CHEM-901,63317,,CHEM-927,Closed,,58%,05/03/2024 00:00,Target Selector: DAG for connectivity,86400,50460,markb,P264 - Product-CP (Chempass),ChemPass,01/03/2024,boazm,Bio-Info,
CHEM-900,63316,,CHEM-927,Closed,,100%,20/02/2024 00:00,Target Selector: DAG for protein network based on STRING-DB Jan2024,86400,86400,itair,P264 - Product-CP (Chempass),ChemPass,01/01/2024,boazm,Algo,
CHEM-898,63002,,CHEM-926,Closed,,140%,29/02/2024 00:00,De novo design - focusing on optimization .Feb24,144000,201600,anatm,P264 - Product-CP (Chempass),ChemPass,01/02/2024,hamutal.e,Algo,
CHEM-897,62818,,CHEM-936,Closed,,,25/01/2024 00:00,Interaction filter - metal interactions count,,,robertoo,P274 - Product- Upkeep ChemPass ,ChemPass,01/01/2024,hamutal.e,Algo,
CHEM-896,62815,,CHEM-936,Closed,,83%,25/01/2024 00:00,Bug in Clustering representatives computation part,86400,72000,robertoo,P274 - Product- Upkeep ChemPass ,ChemPass,01/01/2024,hamutal.e,Algo,
CHEM-895,62811,,CHEM-927,Closed,,123%,18/02/2024 00:00,Target selector:  find binding site,273600,338400,markb,P264 - Product-CP (Chempass),ChemPass,01/02/2024,gala,Bio-Info,
CHEM-894,62701,,CHEM-927,Closed,,55%,28/03/2024 00:00,Target selector:  binding site conservation - Jan,144000,79200,markb,P264 - Product-CP (Chempass),ChemPass,01/01/2024,boazm,Bio-Info,
CHEM-893,62604,,CHEM-936,Closed,,,31/01/2024 00:00,Interaction Filter,,14400,noama,P274 - Product- Upkeep ChemPass ,ChemPass,01/01/2024,hamutal.e,Dev,
CHEM-892,62603,,CHEM-925,Closed,,250%,25/01/2024 00:00,Synthesizability Score App,7200,18000,duduz,P264 - Product-CP (Chempass),ChemPass,01/01/2024,hamutal.e,Dev,
CHEM-891,62504,,CHEM-927,Closed,,100%,31/01/2024 00:00,"Generating a FASTA file with marked binding site residues, based on PDB, for target selector",288000,288000,boazm,P264 - Product-CP (Chempass),ChemPass,01/01/2024,boazm,Product,
CHEM-890,62406,,CHEM-934,Closed,,18%,24/01/2024 00:00,Add an option in PointHit UI to include metal binding states. Jan24,28800,5400,hodayam,P264 - Product-CP (Chempass),ChemPass,01/12/2023,hamutal.e,Dev,
CHEM-889,62405,,CHEM-936,Closed,,75%,22/01/2024 00:00,Pharmacophore Calibration / Behavior when no results are found,14400,10800,robertoo,P274 - Product- Upkeep ChemPass ,ChemPass,01/01/2024,hamutal.e,Algo,
CHEM-888,62400,,CHEM-925,Closed,,87%,16/01/2024 00:00,ML models for APTH12 â€“ Important Descriptors ,57600,50400,robertoo,P264 - Product-CP (Chempass),ChemPass,01/01/2024,hamutal.e,Algo,
CHEM-887,61501,,CHEM-927,Closed,,,08/01/2024 00:00,Diamond similarity to find the connection between DEG output and Bombyx proteome,,18000,markb,P264 - Product-CP (Chempass),ChemPass,01/01/2024,boazm,Bio-Info,
CHEM-885,61302,,CHEM-934,Closed,,25%,11/01/2024 00:00,a small modification in Focused PointHit UI,28800,7200,hodayam,P264 - Product-CP (Chempass),ChemPass,01/01/2024,hamutal.e,Dev,
CHEM-884,61211,,CHEM-805,Closed,,0%,31/01/2024 00:00,Download updated vendors' databases .Jan24,144000,,hamutal.e,P274 - Product- Upkeep ChemPass ,ChemPass,01/10/2023,hamutal.e,Product,
CHEM-883,61210,,CHEM-926,Closed,,0%,31/12/2024 00:00,De novo design - focusing on optimization .Jan23,144000,,hamutal.e,P264 - Product-CP (Chempass),ChemPass,01/01/2024,hamutal.e,Product,
CHEM-882,61209,,CHEM-936,Closed,,0%,31/01/2024 00:00,Pareto Manual .Jan24,86400,,hamutal.e,P264 - Product-CP (Chempass),ChemPass,01/01/2024,hamutal.e,Product,
CHEM-881,61208,,CHEM-924,Closed,,0%,11/01/2024 00:00,"Manual ""Clustering"" - QA .Jan24",57600,,inbarp,P264 - Product-CP (Chempass),ChemPass,01/01/2024,hamutal.e,Product,
CHEM-879,60907,,CHEM-927,Closed,,100%,03/01/2024 00:00,Run Fast Pathways on Bombyx mori,43200,43200,iliab,P264 - Product-CP (Chempass),ChemPass,01/01/2024,boazm,Bio-Info,
CHEM-878,60863,,CHEM-934,Closed,,25%,11/01/2024 00:00,Including compounds' metal-binding states in Full PointHit,115200,29520,robertoo,P264 - Product-CP (Chempass),ChemPass,01/01/2024,hamutal.e,Algo,
CHEM-873,60818,,CHEM-805,Closed,,0%,31/01/2024 00:00,Update CHEMUNITY main vendors' db,115200,,robertoo,P274 - Product- Upkeep ChemPass ,ChemPass,01/01/2024,hamutal.e,Algo,
CHEM-872,60817,,CHEM-805,Closed,,25%,16/01/2024 00:00,Kick-off meeting preparation,144000,36000,robertoo,P274 - Product- Upkeep ChemPass ,ChemPass,01/01/2024,hamutal.e,Algo,
CHEM-871,60816,,CHEM-926,Closed,,100%,31/01/2024 00:00,De novo design - focusing on optimization .Jan24,230400,230400,anatm,P264 - Product-CP (Chempass),ChemPass,01/01/2024,hamutal.e,Algo,
CHEM-867,60713,,CHEM-934,Closed,,50%,31/12/2023 00:00,Pharmacophore Calibration app - Add screened file to the results output directory ,14400,7200,robertoo,P264 - Product-CP (Chempass),ChemPass,01/01/2024,hamutal.e,Algo,
CHEM-858,60630,,CHEM-805,Closed,,16%,30/11/2023 00:00,Compare Catalog to DB API (Stage 2) - Jan,86400,14400,duduz,P274 - Product- Upkeep ChemPass ,ChemPass,01/01/2024,drorf,Dev,
CHEM-857,60627,,CHEM-519,Closed,,100%,31/12/2023 00:00,Target Selector- part 3 script that import proteomes from different species,144000,144000,markb,P264 - Product-CP (Chempass),ChemPass,01/01/2024,boazm,Bio-Info,
CHEM-856,60626,,CHEM-519,Closed,,182%,31/12/2023 00:00,Target Selector script to find the paralogs and orthologs of relevant proteins,201600,367380,markb,P264 - Product-CP (Chempass),ChemPass,01/01/2024,boazm,Bio-Info,
CHEM-851,60591,,CHEM-805,Closed,,0%,31/12/2023 00:00,Scripts for DB upload (stage #10),288000,,duduz,P274 - Product- Upkeep ChemPass ,ChemPass,01/01/2024,hamutal.e,Dev,
CHEM-850,60590,,CHEM-805,Closed,,0%,14/12/2023 00:00,Query for EVXs and get new indeces for new molecules (stage #6),144000,,duduz,P274 - Product- Upkeep ChemPass ,ChemPass,01/01/2024,hamutal.e,Dev,
CHEM-836,60411,,CHEM-936,Closed,,50%,30/11/2023 00:00,Masking property in 'Bioisosteres Generation' app,28800,14400,robertoo,P274 - Product- Upkeep ChemPass ,ChemPass,01/01/2024,hamutal.e,Algo,
CAS-1,65707,,,Closed,,,06/02/2024 00:00,Test1,,,drorf,P404 - Developing new varieties Casterra,Generator,01/02/2024,drorf,Bio-Info,
CAN-178,65607,,,Closed,,62%,31/03/2024 00:00,Canonic data preservation,57600,36000,gala,P216 - Core collection & Data base  (Canonic),Generator,01/03/2024,drorf,Bio-Info,
BIOM-431,66567,,,Closed,,,04/04/2024 00:00,PICKAXE topic mode error,,,sharonl,P271 - CPB Upkeep Computational (CPB),MicroBoost,01/04/2024,SheerliK,Customer success,
BIOM-428,66239,,BIOM-375,Closed,,,31/03/2024 00:00,Floating value assembly matrices,,,sharonl,P999 â€“ General (Biomica),MicroBoost,01/04/2024,SheerliK,Customer success,
BIOM-427,66238,,,Closed,,,31/03/2024 00:00,Run 2 samples in the strainDB analysis,,,sharonl,P999 â€“ General (Biomica),MicroBoost,01/03/2024,SheerliK,Customer success,
BIOM-425,65608,,,Closed,,,31/03/2024 00:00,FUNDA- change the names of output files and folder to include job id & taxonomic rank,,,sharonl,P999 â€“ General (Biomica),MicroBoost,01/04/2024,SheerliK,Customer success,
BIOM-423,65604,,INTBIOM-121,Closed,,,31/03/2024 00:00,Adding Archeal genomes to the CONFUTER,,,sharonl,P999 â€“ General (Biomica),MicroBoost,01/04/2024,SheerliK,Customer success,
BIOM-417,64702,,,Closed,,,18/02/2024 00:00,Filtering according to taxonomical entities doesnt work in metabacum,,,sharonl,P999 â€“ General (Biomica),MicroBoost,01/02/2024,SheerliK,Customer success,
BIOM-416,64701,,,Closed,,,19/02/2024 00:00,Metadata components can not be chosen in metabacum,,,sharonl,P999 â€“ General (Biomica),MicroBoost,01/02/2024,SheerliK,Customer success,
BIOM-414,64205,,,Closed,,,29/02/2024 00:00,Funda UI changes- DSFDR permutation in multiple funda runs,,,sharonl,P999 â€“ General (Biomica),MicroBoost,01/02/2024,SheerliK,Customer success,
BIOM-412,63703,,,Closed,,,27/01/2024 00:00,CLONE - Retrival of Biomica's metagenomic data,,,sharonl,P999 â€“ General (Biomica),CPB,01/01/2024,sharonl,Customer success,
BIOM-408,63200,,,Closed,,,29/02/2024 00:00,Peptider support,,,sharonl,P252 - Cancer Immun adjuvant (Biomica),CPB,01/02/2024,SheerliK,Customer success,
BIOM-407,63001,,BIOM-374,Closed,,,31/10/2023 00:00," evocogs, KOs and pathways assembly analysis on downloaded clean data from PRJNA928744",,,sharonl,P255 - IBD (Biomica 2023),MicroBoost,01/11/2023,sharonl,Product,
BIOM-404,62602,,,Closed,,,21/01/2024 00:00,Interrogation of two samples with extremely different analysis output,,,sharonl,P255 - IBD (Biomica 2023),MicroBoost,01/01/2024,SheerliK,Customer success,
BIOM-400,62201,,,Closed,,,15/01/2024 00:00,Funda run can not be created for the Sheba dataset,,72000,inbarp,P255 - IBD (Biomica 2023),MicroBoost,01/01/2024,SheerliK,Product,
BIOM-395,61003,,,Closed,,,27/01/2024 00:00,Retrival of Biomica's metagenomic data,,,sharonl,P999 â€“ General (Biomica),CPB,01/01/2024,SheerliK,Customer success,
BIOM-392,60808,,,Closed,,,20/01/2024 00:00,Peptider support,,,sharonl,P255 - IBD (Biomica 2023),CPB,01/12/2023,SheerliK,Customer success,
AGPI-70,66861,,AGPI-34,Closed,As Planned,50%,30/05/2024 00:00,"Combine SMARTS (Toxophores), Phloem, and Similarity data as constraints in the De-Novo model .Part1",86400,43200,robertoo,P210 - Herbicides Corteva (AgPlenus),ChemPass,01/05/2024,hamutal.e,Algo,
AGPI-68,66801,,,Closed,As Planned,,15/06/2025 00:00,GPU on GCP for AgPlenus- product support,,14400,hamutal.e,P21 - agPlenus Tech (AgPlenus),ChemPass,01/05/2024,alinsb,Product,
AGPI-66,66797,,,Closed,As Planned,25%,27/05/2024 00:00,Installation of Schrodinger 2024-2 release on Google Cloud,115200,28800,morank,P21 - agPlenus Tech (AgPlenus),ChemPass,01/05/2024,alinsb,DevOps,
AGPI-63,66766,,,Closed,As Planned,,16/05/2024 00:00,CLONE - Problematic Single run,,14400,robertoo,P23 - Herbicides (AgPlenus),ChemPass,01/05/2024,alinsb,Customer success,
AGPI-62,66697,,AGPI-34,Closed,,100%,31/05/2024 00:00,Combine SMARTS and Toxophore data in the De-Novo model for APTH12 .Prd .May24,28800,28800,hamutal.e,P210 - Herbicides Corteva (AgPlenus),ChemPass,01/05/2024,hamutal.e,Product,
AGPI-61,66696,,AGPI-34,Closed,,0%,16/05/2024 00:00,New Phloem Mobility model .Prd .May24,14400,,hamutal.e,P210 - Herbicides Corteva (AgPlenus),ChemPass,01/05/2024,hamutal.e,Product,
AGPI-60,66695,,AGPI-34,Closed,As Planned,125%,09/05/2024 00:00,New Phloem Mobility model .May24,57600,72000,robertoo,P210 - Herbicides Corteva (AgPlenus),ChemPass,01/05/2024,hamutal.e,Algo,
AGPI-55,66643,,AGPI-34,Closed,,,09/05/2024 00:00,"Combine SMARTS (Toxophores), Phloem, and Similarity data as constraints in the De-Novo model .May24",,,anatm,P210 - Herbicides Corteva (AgPlenus),ChemPass,01/05/2024,hamutal.e,Algo,
AGPI-54,66528,,AGPI-34,Closed,As Planned,0%,31/05/2024 00:00,"Combine new Phloem Mobility predictions in the De-Novo model for APTH12	",144000,,robertoo,P210 - Herbicides Corteva (AgPlenus),ChemPass,01/05/2024,hamutal.e,Algo,
AGPI-53,66523,,AGPI-34,Closed,,25%,30/04/2024 00:00,New Phloem Mobility model .Prd,28800,7200,hamutal.e,P210 - Herbicides Corteva (AgPlenus),ChemPass,01/04/2024,hamutal.e,Product,
AGPI-52,66522,,AGPI-34,Closed,Delay - Duration,116%,18/04/2024 00:00,New Phloem Mobility model,86400,100800,robertoo,P210 - Herbicides Corteva (AgPlenus),ChemPass,01/04/2024,hamutal.e,Algo,
AGPI-51,66433,,AGPI-34,Closed,,50%,29/02/2024 00:00,Combine SMARTS and Toxophore data in the De-Novo model for APTH12 .Prd .Apr24,28800,14400,hamutal.e,P210 - Herbicides Corteva (AgPlenus),ChemPass,01/04/2024,hamutal.e,Product,
AGPI-50,66400,,AGPI-18,Closed,As Planned,50%,25/04/2024 00:00,Run DeepDock for 3rd fungicidal target / Second model,57600,28800,anatm,P24 - Fungicides (AgPlenus),ChemPass,01/04/2024,hamutal.e,Algo,
AGPI-49,66287,,,Closed,As Planned,,17/03/2024 00:00,Problematic Single run - 1709105348_not solved,,,robertoo,P23 - Herbicides (AgPlenus),ChemPass,01/04/2024,alinsb,Algo,
AGPI-47,65610,,AGPI-34,Closed,,75%,29/02/2024 00:00,Improve De-Novo model for APTH12 .Prd .Mar24,28800,21600,hamutal.e,P210 - Herbicides Corteva (AgPlenus),ChemPass,01/03/2024,hamutal.e,Product,
AGPI-45,65506,,,Closed,,,01/03/2026 00:00,Problematic Single run - 1709105348,,1800,robertoo,P23 - Herbicides (AgPlenus),ChemPass,01/02/2024,alinsb,Algo,
AGPI-44,65408,,AGPI-34,Closed,,0%,22/03/2024 00:00,Prd support - Combine the Toxophore data in the De-Novo model,28800,,hamutal.e,P210 - Herbicides Corteva (AgPlenus),ChemPass,01/03/2024,hamutal.e,Product,
AGPI-42,65406,,AGPI-18,Closed,,25%,13/02/2024 00:00,Prd support - Run DeepDock for 3rd fungicidal targt,28800,7200,hamutal.e,P24 - Fungicides (AgPlenus),ChemPass,01/03/2024,hamutal.e,Product,
AGPI-41,65404,,,Closed,,,02/03/2025 00:00,Vendor name update - catalog- additional vendor,,1800,robertoo,P23 - Herbicides (AgPlenus),ChemPass,01/02/2024,alinsb,Algo,
AGPI-40,65219,,AGPI-34,Closed,As Planned,0%,30/05/2024 00:00,"Combine SMARTS (Toxophores), Phloem, and Similarity data as constraints in the De-Novo model - Cloned to Jun",144000,6,anatm,P210 - Herbicides Corteva (AgPlenus),ChemPass,01/05/2024,hamutal.e,Algo,
AGPI-38,65000,,,Closed,,,20/02/2024 00:00,Problematic Single run results - ,,,robertoo,P23 - Herbicides (AgPlenus),ChemPass,01/02/2024,galis,Algo,
AGPI-37,64601,,,Closed,,,14/02/2024 00:00,Vendor name update - catalog,,7200,robertoo,P23 - Herbicides (AgPlenus),ChemPass,01/02/2024,galis,Algo,
AGPI-36,64400,,,Closed,,8%,12/02/2024 00:00,Remove single run results,43200,3600,robertoo,P23 - Herbicides (AgPlenus),ChemPass,01/02/2024,galis,Algo,
AGPI-35,63102,,AGPI-18,Closed,As Planned,0%,29/02/2024 00:00,Run DeepDock following PointHit for first fungicidal targt .Feb24,57600,,anatm,P24 - Fungicides (AgPlenus),ChemPass,01/04/2024,hamutal.e,Algo,
AGPI-33,63100,,AGPI-18,Closed,,50%,19/02/2024 00:00,Run DeepDock following PointHit for 2nd fungicidal targt .Feb24,57600,28806,anatm,P24 - Fungicides (AgPlenus),ChemPass,01/02/2024,hamutal.e,Algo,
AGPI-32,63007,,AGPI-18,Closed,,50%,31/03/2024 00:00,Run DeepDock for 3rd fungicidal target / First model,57600,28800,anatm,P24 - Fungicides (AgPlenus),ChemPass,01/03/2024,hamutal.e,Algo,
AGPI-30,62203,,AGPI-18,Closed,,100%,30/11/2023 00:00,Run DeepDock following PointHit for first fungicidal targt .Jan24 - Backup,28800,28800,robertoo,P24 - Fungicides (AgPlenus),ChemPass,01/01/2024,robertoo,Algo,
AGPI-29,61801,,,Closed,,,04/01/2024 00:00,Single run job key: 1704192922,,0,robertoo,P23 - Herbicides (AgPlenus),ChemPass,01/01/2024,alinsb,Algo,
AGPI-28,61404,,AG-274,Closed,,,02/01/2024 00:00,SandBox permission - single run,,,duduz,P23 - Herbicides (AgPlenus),ChemPass,01/01/2024,alinsb,Dev,
AGPI-27,60827,,AGPI-18,Closed,,0%,30/11/2023 00:00,Run DeepDock following PointHit for first fungicidal targt .Jan24,57600,,anatm,P24 - Fungicides (AgPlenus),ChemPass,01/01/2024,hamutal.e,Algo,
AGPI-26,60807,,AG-1272,Closed,,116%,16/01/2026 00:00,Run DeNovo for APTH12 .Jan24,86400,100800,robertoo,P210 - Herbicides Corteva (AgPlenus),ChemPass,01/01/2024,hamutal.e,Algo,
AGPI-20,60572,,AGPI-18,Closed,,0%,15/12/2023 00:00,Run DeepDock following PointHit for 2nd fungicidal targt,57600,,anatm,P24 - Fungicides (AgPlenus),ChemPass,01/01/2024,alinsb,Algo,
AG-1278,65006,,,Closed,,,20/02/2024 00:00,CLONE - Problematic Single run results - ,,,alinsb,P23 - Herbicides (AgPlenus),ChemPass,01/03/2024,alinsb,Algo,
AG-1276,64805,,,Closed,,,14/02/2024 00:00,Vendor name update - catalog,,,alinsb,P23 - Herbicides (AgPlenus),ChemPass,01/03/2024,alinsb,Customer success,
AG-1271,63315,,AG-1225,Closed,,0%,29/02/2024 00:00,Run DeepDock following PointHit for first fungicidal targt Feb 24,14400,,hamutal.e,P24 - Fungicides (AgPlenus),ChemPass,01/02/2024,efratn,Product,
AG-1270,63314,,AG-1225,Closed,,125%,29/02/2024 00:00,Run DeepDock following PointHit for 2nd fungicidal targt Feb 24,28800,36000,hamutal.e,P24 - Fungicides (AgPlenus),ChemPass,01/02/2024,efratn,Customer success,
AG-1264,62802,,AG-1225,Closed,,25%,13/02/2024 00:00,Run DeepDock for 3rd fungicidal targt,28800,7200,hamutal.e,P24 - Fungicides (AgPlenus),ChemPass,01/03/2024,efratn,Product,
AG-1259,61600,,,Closed,,,04/01/2024 00:00,Single run job key: 1704192922,,,alinsb,P23 - Herbicides (AgPlenus),ChemPass,01/01/2024,galis,Customer success,
AG-1257,61403,,,Closed,,,02/01/2024 00:00,SandBox permission - single run,,,alinsb,P23 - Herbicides (AgPlenus),ChemPass,01/01/2024,galis,Customer success,
AG-1255,60845,,AG-1272,Closed,,100%,30/01/2026 00:00,Run DeNovo for APTH7 and APTH12 .jan-24,57600,57600,hamutal.e,P210 - Herbicides Corteva (AgPlenus),ChemPass,01/01/2024,drorf,Product,
AG-1252,60828,,AG-1225,Closed,,,30/11/2023 00:00,Run DeepDock following PointHit for first fungicidal targt Jan 24,,57600,hamutal.e,P24 - Fungicides (AgPlenus),ChemPass,01/01/2024,efratn,Product,
AG-1235,60571,,AG-1225,Closed,,,15/12/2023 00:00,Run DeepDock following PointHit for 2nd fungicidal targt,,,hamutal.e,P24 - Fungicides (AgPlenus),ChemPass,01/01/2024,efratn,Customer success,
